time,open,high,low,close,Volume
1777561200,713.87,714.2999,713.87,714.09,92890
1777561260,714.0937,714.4499,714.08,714.375,53219
1777561320,714.39,714.43,713.95,714.02,76839
1777561380,714.01,714.13,713.9,713.9402,44679
1777561440,713.98,714.03,713.78,713.91,46239
1777561500,713.83,713.9,713.65,713.66,41214
1777561560,713.66,713.83,713.55,713.7,99531
1777561620,713.72,714.27,713.63,714.17,87843
1777561680,714.125,714.21,714.05,714.0963,46863
1777561740,714.11,714.4,714.0501,714.4,60659
1777561800,714.4,714.51,714.26,714.41,63384
1777561860,714.43,714.53,714.335,714.4101,78241
1777561920,714.44,714.4909,714.04,714.16,56240
1777561980,714.12,714.16,713.92,714.13,47081
1777562040,714.1,714.36,714.04,714.295,34241
1777562100,714.33,714.47,714.26,714.29,36523
1777562160,714.3,714.34,714.2001,714.24,35817
1777562220,714.18,714.37,714.09,714.23,66771
1777562280,714.23,714.275,714.11,714.15,37484
1777562340,714.1399,714.22,714.01,714.21,50229
1777562400,714.205,714.27,714.1,714.19,40214
1777562460,714.19,714.24,713.89,713.92,65347
1777562520,713.916,714.05,713.81,713.97,99827
1777562580,713.95,714.1,713.9,714.08,60437
1777562640,714.08,714.3,714.04,714.2501,70121
1777562700,714.255,714.51,714.15,714.435,111139
1777562760,714.42,714.53,714.31,714.35,74233
1777562820,714.34,714.4401,714.24,714.39,88235
1777562880,714.39,714.44,714.28,714.285,113400
1777562940,714.29,714.59,714.29,714.43,108684
1777563000,714.41,714.65,714.41,714.61,88183
1777563060,714.6,714.88,714.54,714.76,148145
1777563120,714.77,714.95,714.58,714.66,58806
1777563180,714.62,714.69,714.42,714.5,68869
1777563240,714.51,714.59,714.39,714.43,64294
1777563300,714.415,714.415,714.16,714.19,74306
1777563360,714.2,714.34,713.98,714.34,74481
1777563420,714.34,714.34,713.94,714,46081
1777563480,714,714.12,713.875,714.07,65935
1777563540,714.07,714.13,713.93,714,28367
1777563600,713.98,714,713.74,713.82,57039
1777563660,713.83,714.09,713.83,714.01,41629
1777563720,714.01,714.01,713.76,713.8,50973
1777563780,713.78,713.995,713.78,713.93,35530
1777563840,713.92,714.01,713.83,713.93,21147
1777563900,713.925,713.94,713.6,713.64,39862
1777563960,713.66,713.76,713.53,713.67,17314
1777564020,713.67,713.68,713.47,713.54,21057
1777564080,713.52,713.97,713.47,713.93,26414
1777564140,713.94,714.07,713.89,714.07,45367
1777564200,714.09,714.37,714.02,714.3225,56524
1777564260,714.33,714.58,714.25,714.465,63027
1777564320,714.48,714.53,714.3199,714.515,42638
1777564380,714.53,714.61,714.35,714.55,35054
1777564440,714.56,714.7599,714.54,714.71,42202
1777564500,714.72,715.02,714.7,714.9699,105614
1777564560,714.98,715.07,714.81,714.86,91557
1777564620,714.87,714.92,714.7,714.74,31796
1777564680,714.72,714.85,714.66,714.74,55101
1777564740,714.73,714.76,714.575,714.6,60171
1777564800,714.6,714.66,714.405,714.56,66629
1777564860,714.57,714.65,714.34,714.36,63330
1777564920,714.356,714.37,714.07,714.2,49066
1777564980,714.17,714.404,714.15,714.4,47293
1777565040,714.395,714.64,714.395,714.58,33812
1777565100,714.56,714.75,714.55,714.74,27641
1777565160,714.72,714.88,714.55,714.84,46283
1777565220,714.83,714.835,714.68,714.83,47846
1777565280,714.83,714.94,714.8,714.86,28556
1777565340,714.86,714.86,714.71,714.73,59135
1777565400,714.72,714.84,714.65,714.7475,21284
1777565460,714.74,714.9,714.73,714.89,45867
1777565520,714.89,715.08,714.89,715.05,38420
1777565580,715.04,715.39,715.04,715.265,74824
1777565640,715.27,715.335,715.2,715.31,40247
1777565700,715.3,715.36,715.08,715.09,44068
1777565760,715.1,715.1,714.92,715,42331
1777565820,714.98,715.14,714.95,715.105,25503
1777565880,715.11,715.24,715.0801,715.1775,41581
1777565940,715.17,715.22,715.06,715.18,47585
1777566000,715.17,715.27,715.09,715.115,53495
1777566060,715.12,715.18,715.0301,715.05,38228
1777566120,715.03,715.22,715.01,715.2,29157
1777566180,715.19,715.21,714.94,714.95,64493
1777566240,714.96,715.05,714.925,714.9291,52589
1777566300,714.92,714.93,714.78,714.93,61465
1777566360,714.93,715.1,714.92,714.97,19711
1777566420,715,715.05,714.93,714.975,20722
